CODIGO;PRODUTO;PALLET;LASTRO;CAIXAS;UNIDADES
25732;ADRIA TORTINHAS CHOCOLATE TIPO SUICO PCT 140G CX C/50;;;;
25734;ADRIA TORTINH DUE TRUFA GELEIA DE MORANG PCT 140G CX C/50;;;;
25736;ADRIA TORTINH DUE CHEESE CAKE GEL GOIABA PCT 140G CX C/50;;;;
25738;ADRIA TORTIN DUE CHOC BCO GEL FRUT VERME PCT 140G CX C/50;;;;
25740;ADRIA TORTINHAS MORANGO PCT 140G CX C/50;;;;
25742;ADRIA TORTINHAS TORTA DE LIMAO PCT 140G CX C/50;;;;
25744;ADRIA TORRADA INTEGRAL PCT 284G CX16;;;;
25746;ADRIA TORRADA INTEGRAL PCT 142G CX C/32;;;;
25748;BEM BRASIL BATATA FININHAS PCT PLAST 700G CX 20;;;;
25750;BEM BRASIL BATATA TRADICIONAL PCT PLAST 400G CX 36;;;;
25752;ADRIA PLUGADOS BISCOITO RECHEAD CHOCO PCT 130G CX C/50;;;;
25754;ADRIA PLUGADOS BISCOIT RECHEAD MORANG PCT 130G CX C/50;;;;
25756;ADRIA PLUGADOS BISCOITO RECHEAD LIMAO PCT 130G CX C/50;;;;
25758;ADRIA PLUGADOS QUADRADO CHOCOLAT PCT 130G CX C/50;;;;
25760;ADRIA PLUGADOS QUADRADO MORANGO PCT 130G CX C/50;;;;
25762;STELLA ARTOIS LATA 410 ML CX C15 NP MULTPACK;;;;
25764;TONICA ANTARCTICA BLACK LT 269ML SH C/15;;;;
25766;JUNIOR AZEITE DE OLIVA SACHE 4ML CX 200;;;;
25767;LIPTON NOVO SABOR GFA PET 510 ML SHRINK C12;;;;
25770;JUNIOR VINAGRE VINHO TINTO SACHE 4ML CX 200;;;;
25772;JUNIOR MOLHO CHIPOTLE FRASCO PLASTICO 350G CX12;;;;
25775;JUNIOR MOLHO DE MOSTARDA SACHE 7G CX C/176;;;;
25776;JUNIOR MOLHO MOSTARDA E MEL FRASCO PLASTICO 400G CX12;;;;
25778;JUNIOR MAIONESE GRILL FRASCO PLASTICO 350G CX12;;;;
25780;JUNIOR BARBECUE SACHE 7G CX C/176;;;;
25782;JUNIOR MAIONESE SACHE 8G CX 176;;;;
25784;JUNIOR MOLHO ITALIAN SACHE 18G CX 180;;;;
25786;JUNIOR ACUCAR MASCAVO SACHE 6G CX 250;;;;
25788;JUNIOR MAIONESE GRILL POUCH 1,1KG CX5;;;;
25790;JUNIOR HONEY MUSTARD POUCH 1,1KG CX5;;;;
25792;JUNIOR BARBECUE POUCH 1,1KG CX5;;;;
25794;JUNIOR MOLHO DE PIMENTA SACHE 3ML CX252;;;;
25796;AMIGOS DO BEM CAST DE CAJU TOR E SALG POUCH 30G CX 36;;;;
25798;AMIGOS DO BEM CASTANHA DE CAJU POUCH 30G CX 36;;;;
25800;AMIGOS DO BEM CAST DE CAJU TOR E SALG SACHE 50G CX 24;;;;
25802;AMIGOS DO BEM CAST DE CAJU TOR E SALG POUCH 100G CX 24;;;;
25803;CACHACA MODAO OURO GFA VIDRO 700ML;;;;
25804;CACHACA MODAO PRATA GFA VIDRO 700ML;;;;
25805;CACHACA MODAO AMBURANA GFA VIDRO 700ML;;;;
25806;CACHACA MODAO DUAS MADEIRAS GFA VD 750 ML;;;;
25807;CACHACA MODAO EDICAO KIT SHOW GFA VD 750 ML;;;;
25809;AMIGOS DO BEM CAST DE CAJU CARAMELIZ PCT PLAST 220G CX 12;;;;
25810;LIPTON LIMAO LATA 340ML SH C6;;;;
25811;LIPTON PESSEGO LATA 340ML SH C6;;;;
25813;AMIGOS DO BEM CAST DE CAJU CARAMELIZ POTE PLAST 120G CX 12;;;;
25814;GATORADE MORANGO-MARACUJA PET 500ML SH C/6 LEVE + PAGUE -;;;;
25816;SUKITA TUBAINA LATA 350ML SH C/12 NPAL;;;;
25818;GATORADE GUARANA PET 500ML SIXPACK;;;;
25820;AMIGOS DO BEM CAST DE CAJU PREMIUM POTE PLAST 140G CX 12;;;;
25822;AMIGOS DO BEM CASTANHA DE CAJU PCT 500G CX C/10;;;;
25824;AMIGOS DO BEM CASTANHA DE CAJU PCT PLAST 50G CX 36;;;;
25826;AMIGOSDOBEM CAST CJU TRIT TORR SAL PACOTE PLASTICO 250G CX12;;;;
25828;AMIGOS DO BEM FARINHA CASTANHA CAJU SSAL PACOTE PLASTICO 250G CX12;;;;
25830;AMIGOS DO BEM MIX DE CASTANHAS POUCH 50G CX24;;;;
25832;AMIGOS DO BEM MIX DE CASTANHAS POUCH 100G CX 24;;;;
25833;GARRAFA AMBAR 300ML NNPB 12C ATG;;;;
25835;SKOL LATA 410 ML CX C15 NP MULTPACK 15;;;;
25837;SPATEN N LT 473ML CX CARTAO C/12;;;;
25839;BRAHMA DUPLO MALTE LATA XSLEEK 410ML CX15 NP MULTPACK 15;;;;
25841;BUBBALOO TUTTI FRUTTI PCT PLAST 300G CX 32;;;;
25843;BUBBALOO MORANGO PCT PLAST 300G CX 32;;;;
25845;BUBBALOO UVA PCT PLAST 300G CX 32;;;;
25847;LIZA OLEO DE CANOLA GFA PET 900ML CX C/20;;;;
25849;PURILEV OLEO DE CANOLA GFA PET 900ML CX C/20;;;;
25851;TRIDENT MAX MENTABERRY PAPELAO 231G CX 24;;;;
25853;TRIDENT XFRESH INTENSE PAPELAO 168G CX 32;;;;
25856;SMART PIMENTA DO REINO COM MOEDOR FRASCO PL 50G CX12;;;;
25859;SMART MIX PARA CARNES COM MOEDOR FRASCO PLAST 60G CX12;;;;
25861;BUDWEISER LATA 410 ML CX C15 NP MULTIPACK .;;;;
25862;SMART LEMON PEPPER COM MOEDOR FRASCO PLAST 84G CX12;;;;
25864;SMART SAL ROSA TEMPERADO CARNE FRASCO PLAST 420G CX12;;;;
25867;VIVANT VINHO FRISANTE MOSCATO LT 269 ML PACK C/4;;;;
25868;SMART SAL ROSA TEMPERADO CHIMICHURRI FRASCO PLAST 320G CX12;;;;
25870;VIVANT VINHO FRISANTE ROSE LT 269 ML PACK C/4;;;;
25872;CHEEZ-IT SNACK PARMESAO PCT 65G CX C/20;;;;
25874;CHEEZ-IT SNACK PROVOLONE PCT 65G CX C/20;;;;
25877;BOHEMIA LATA 410 ML CX C15 NP MULTPACK 15;;;;
25878;LACTA BIS XTRA AO LEITE PAPELAO 180G CX24;;;;
25881;BUDWEISER OW 330ML CX C/24 COPA 2022;;;;
25882;LEITBOM LEITE SEMIDESNATADO ZERO LACTOSE TETRA PAK 1 L CX C/;;;;
25885;ABIUDA SERGIPE LATA 350ML SH C-12 NPAL;;;;
25887;LACTA BIS XTRA OREO PAPELAO 180G CX24;;;;
25888;ABIUDA SERGIPE 300ML;;;;
25890;ISLA HARD SELTZER FRAMBOESA E AMORA LT 269ML CX C 6;;;;
25892;SMART SAL MARINHO GROSSO SACHE 1KG CX 12;;;;
25894;SMART SAL MARINHO MOIDO SACHE 1KG CX 12;;;;
25896;SMART SAL ROSA DO HIMALAIA GROSSO SACHE 1KG CX 12;;;;
25899;PRINGLES QUEIJO LATA PAPELAO 120G CX18;;;;
25901;SMART SAL ROSA DO HIMALAIA FINO SACHE 1KG CX 12;;;;
25902;PRINGLES CREME E CEBOLA LATA PAPELAO 120G CX18;;;;
25904;PRINGLES CHURRASCO LATA PAPELAO 120G CX18;;;;
25906;LACTA SONHO DE VALSA E OURO BRANCO SORT PAPELAO 500G CX12;;;;
25908;SMART SAL ROSA DO HIMALAIA GROSSO SACHE 500G CX 12;;;;
25910;SMART SAL ROSA DO HIMALAIA FINO SACHE 500G CX 12;;;;
25912;SMART SAL LIGHT SACHE 500G CX 12;;;;
25914;SMART SAL ROSA FINO SALEIRO FRASCO PLAST 100G CX12;;;;
25916;SMART SAL MARINHO FINO SALEIRO FRASCO PLAST 100G CX12;;;;
25918;SMART SAL LIGHT SALEIRO FRASCO PLAST 100G CX12;;;;
25920;SMART SAL ROSA DO HIMALAIA COM MOEDOR FRASCO PLAST 100G CX12;;;;
25922;SMART TEMPERO DE PIMENTA CALAB C MOEDOR FRASCO PLAST 35G CX 12;;;;
25924;SMART SAL ROSA DO HIMALAIA P CHURRASCO FRASCO PLAST 500G CX 12;;;;
25926;SMART SAL ROSA DO HIMALAIA M GIGANTE FRASCO PLAST 500G CX 12;;;;
25927;AGUA M GRASSA C/GAS PET 300 ML;;;;
25928;AGUA M GRASSA C/GAS PET 300 ML CAIXA C/ 12;;;;
25929;AGUA M GRASSA S/GAS PET 300 ML;;;;
25930;AGUA M GRASSA C/GAS PET 500ML;;;;
25931;AGUA M GRASSA C/GAS PET 500ML CAIXA C/12;;;;
25932;AGUA M GRASSA S/GAS PET 500ML;;;;
25933;AGUA M GRASSA S/GAS PET 500ML CAIXA C/12;;;;
25934;AGUA M GRASSA S/GAS PET 1,5L;;;;
25935;AGUA M GRASSA S/GAS PET 1,5L CAIXA C/6;;;;
25936;GARRAFEIRA PL. PRETO BEES 1 UN P/12 GFA 1L;;;;
25937;GARRAFEIRA PL. AZUL BEES 1 UN P/12 GFA 1L;;;;
25938;LATA MET MALTA PILSEN 473 ML;;;;
25939;LATA MET MALTA MALZBIER 473 ML;;;;
25940;AGUA M GRASSA S/GAS PET 300 ML CAIXA C/ 12;;;;
25942;AGTAL AMENDOIM BRASIL PCT PLAST 100G CX 40;;;;
25944;AGTAL AMENDOIM SALGADO PCT PLAST 100G CX 40;;;;
25946;AGTAL AMENDOIM BRASIL PCT PLAST 200G CX 40;;;;
25948;AGTAL AMENDOIM SALGADO PCT PLAST 200G CX 40;;;;
25949;ROT FRONT SKOL 300 OW NIV22 CX96MIL;;;;
25952;ROT FRONT SKOL 300 PRECIFICADO NIV22 CX96MIL;;;;
25953;AYMORE BISCOITO RECHEADO CHOCO PCT 120G CX48;;;;
25954;AYMORE BISCOITO RECHEADO MORANGO PCT 120G CX48;;;;
25957;AYMORE BISCOITO AGUA E SAL PCT 200G CX C/40;;;;
25958;AGTAL AMENDOIM SALGADO PCT PLAST 50G CX 40;;;;
25961;AGTAL AMENDOIM OVINHOS PCT PLAST 50G CX 40;;;;
25962;AYMORE BISCOITO CREAM CRACKER PCT 200G CX C/40;;;;
25964;AGTAL AMENDOIM BRASIL PCT PLAST 25G CX 24;;;;
25967;AYMORE BISCOITO MARIA PCT 200G CX C/30;;;;
25968;AGTAL AMENDOIM SALGADO PCT PLAST 25G CX 24;;;;
25969;ROT FRONT SKOL PM 300 NIV22 CX96MIL;;;;
25970;LEITBOM LEITE SEMIDESNATADO TETRA PAK 1 L CX C/12;;;;
25971;ABIUDA SERGIPE 600ML;;;;
25972;ROT FRONT SKOL PM 600 NIV22 CX48MIL;;;;
25974;ROT FRONT SKOL PM 1L NIV22 CX36MIL;;;;
25976;AGTAL CASTANHA DE CAJU SALG PCT PLAST 50G CX 20;;;;
25978;ROT NECK SKOL PM 1L NIV22 CX132MIL;;;;
25979;AGTAL AMENDOIM BRASIL PCT PLAST 70G CX 40;;;;
25983;AGTAL AMENDOIM OVINHOS PCT PLAST 150G CX 40;;;;
25985;AZEDINHA BALA MASTIGAV IOGURTE MORANGO PCT PLAST 600G CX 21;;;;
25986;AZEDINHA BALA MASTIGAVEL MORANGO PCT PLAST 600G CX 21;;;;
25987;LILITH  BALA MASTIGAVEL MACA VERDE PCT PLAST 600G CX 21;;;;
25989;LILITH BALA MASTIGAVEL FRAMBOESA PCT PLAST 150G CX 30;;;;
25991;LILITH  BALA MASTIGAVEL MACA VERDE PCT PLAST 150G CX 30;;;;
25995;LILITH BALA MASTIGAVEL SORTID PCT PLAST 600G CX 21;;;;
25998;AZEDINHA BALA MASTIGAV IOGURTE MORANGO PCT PLAST 150G CX 30;;;;
25999;AZEDINHA BALA MASTIGAVEL MORANGO PCT PLAST 150G CX 30;;;;
26016;LATA MET MALTA PONTO ZERO 473 ML;;;;
26017;LATA MET MALTA MALZBIER ZERO 473 ML;;;;
26018;LATA MET MALTA PILSEN ZERO 473 ML;;;;
26019;LATA MET MALTA MALZBIER DG 473 ML;;;;
26020;LATA MET MALTA PILSEN DG 473 ML;;;;
26021;LATA MET MALTA PONTO ZERO DG 473 ML;;;;
26022;LATA MET MALTA MALZBIER ZERO DG 473 ML;;;;
26023;LATA MET MALTA PILSEN ZERO DG 473 ML;;;;
26024;LATA MET SKOL PURO MALTE NIV22 473 ML;;;;
26025;LATA MET SKOL PURO MALTE IN65 DG 473 ML;;;;
26026;LATA MET BRAHMA DUPLO MALTE IN65 DG 473 ML;;;;
26027;LATA MET SKOL PILSEN NIV22 473 ML;;;;
26028;YAGUARA CACHACA BLUE ORGANICA GFA VD 750 ML;;;;
26029;VITORIA REGIA GIN LONDON DRY ORGAN CITRU GARRAFA VIDRO 750ML;;;;
26030;VITORIA REGIA GIN LONDON DRY ORGAN TROPI GARRAFA VIDRO 750ML;;;;
26031;VITORIA REGIA GIN ROSE ORGANICO GFA VD 750 ML;;;;
26032;VITORIA REGIA PACK GIN ORGANICO 43 GARRAFA VIDRO 750ML;;;;
26033;LATA MET BRAHMA DUPLO MALTE IN65 473 ML;;;;
26034;LATA MET SKOL PILSEN NIV22 350 ML;;;;
26035;TAMPA MET DOURADA ANEL DOURADO CX600UN;;;;
26036;HAVANA CLUB RUM 3 ANOS OLD GFA VD 750 ML;;;;
26037;MONTILLA CARTA CRISTAL GFA VDR 1L;;;;
26038;ABSOLUT CITRON GFA VD 750 ML;;;;
26039;ABSOLUT MANGO GFA VD 750 ML;;;;
26040;BLACK STREET GARRAFA VIDRO 1 L;;;;
26041;BLACK STREET HONEY GARRAFA VIDRO 1 L;;;;
26042;PRAIANINHA CACHACA GARRAFA VD 970ML;;;;
26043;ORLOFF VODKA GFA VDR 600ML;;;;
26044;DA ROCHA COQ AL CANELINHA GARRAFA VIDRO 900ML;;;;
26045;DA ROCHA COQ AL CATUABA CATUABOM GARRAFA VIDRO 900ML;;;;
26046;SEAGRAMS GIN GARRAFA VIDRO 750ML;;;;
26047;MALIBU RUM GARRAFA VIDRO 750ML;;;;
26048;WALL STREET WHISKY GFA VDR 1L;;;;
26050;VIGOR ACHOCOLATADO TETRA PAK 200 ML CX C/27;;;;
26052;LECO BEB LACT CHOC CHOCOLECO TETRA PAK 200 ML CX C/27;;;;
26054;VIGOR AMELIA CHANTY MIX TETRA PAK 200 ML CX C/27;;;;
26061;POPAI CHIPS DE MANDIOCA NATURAL PCT PLAST 30G CX 12;;;;
26063;POPAI CHIPS DE MANDIOCA SALS CEB PCT PLAST 30G CX 12;;;;
26065;XODOMILHO POLENTA PCT PAPEL 500G CX30;;;;
26066;XODOMILHO FARINHA DE MILHO FLOCAO PCT 500G CX20;;;;
26067;XODOMILHO FARINHA DE MILHO AMARELA PCT 500G CX20;;;;
26068;XODOMILHO FLOCOS DE MILHO PCT 500G CX30;;;;
26069;XODOMILHO FUBA MILHO EXTRA PCT 500G CX40;;;;
26070;XODOMILHO FUBA MILHO EXTRA PCT 1KG CX20;;;;
26072;GALO SHOW ROQUINHA COCO PCT 400G CX C/12;;;;
26074;GALO SHOW ROSQUINHA LEITE PCT 400G CX C/12;;;;
26085;LEITBOM CREME DE LEITE TETRAPAK 200G CX C/27;;;;
26097;KEROCOCO AGUA1DE1COCO TETRA PAK 1 L CX C/12;;;;
26099;TRIDENT XFRESH INTENSE ENVELOPE 8G CX21_;;;;
26103;GALO LASANHA PCT 500G CX20;;;;
26104;NATURAL TEA CHA BRANCO LICHIA TETRA PAK 1 L CX C/12;;;;
26106;CELINA FARINHA DE TRIGO GOURMET PCT 1KG CX C/10;;;;
26108;AURORA SUCO UVA TINTO GFA VD 500ML CX C/12;;;;
26110;QUATA BEBIDA LACTEA UHT SBOR CHOCO TETRA PAK 1 L CX C/12;;;;
26112;QUATA BEBIDA LACTEA UHT SBOR CHOCO TETRA PAK 200 ML CX C/27;;;;
26114;QUATA BEBIDA LACTEA UHT VITAMINA TETRA PAK 200 ML CX C/27;;;;
26116;XODOMILHO FARINHA DE MILHO AMARELA PCT 1KG CX C/10;;;;
26118;RENATA BISCOITO INTEGRAL CACAU PACOTE PLAST 150G CX36;;;;
26120;LACTA BIS AO LEITE PCT PLAST 126G CX 60;;;;
26121;ROT FRONT HUARI TRAD 620 LEG TAQ SCZ CX32MIL;;;;
26122;ROT FRONT SPATEN 600 REV2 CX48MIL;;;;
26123;ROT BACK SPATEN 600 REV2 CX120MIL;;;;
26125;LIZA MOLHO SALADA CAESAR FRASCO PLAST 234ML CX 12;;;;
26128;SMART SAL MARINHO COM MOEDOR FRASCO PLAST 100G CX12;;;;
26130;LIZA MOLHO SALADA CASEIRO FRASCO PLAST 234ML CX 12;;;;
26132;LIZA MOLHO SALADA LIMAO FRASCO PLAST 234ML CX 12;;;;
26133;SMART MIX PIMENTAS COLORIDAS C MOEDOR FRASCO PL 50G CX12;;;;
26135;LIZA MOLHO SALADA QUEIJO FRASCO PLAST 234ML CX 12;;;;
26137;LIZA MOLHO SALADA ROSE FRASCO PLAST 234ML CX 12;;;;
26139;LIZA MOLHO VINAGRETE FRASCO PLAST 234ML CX 12;;;;
26140;ROT FRONT BOHEMIA 330 CX80MIL;;;;
26141;ROT BACK BOHEMIA 330 CX192MIL;;;;
26142;ROT NECK BOHEMIA 330 CX392MIL;;;;
26144;QUERO ERVILHA E MILHO LATA ALUMINIO 170G CX 24;;;;
26146;QUERO ERVILHA LATA ALUMINIO 170G CX 24;;;;
26148;QUERO SELETA DE LEGUMES LATA ALUMINIO 170G CX 24;;;;
26150;QUERO MOLHO DE ALHO FRASCO VD 150ML CX24;;;;
26152;QUERO MOLHO DE PIMENTA FRASCO VD 150ML CX24;;;;
26154;QUERO MOLHO INGLES FRASCO VD 150ML CX24;;;;
26156;QUERO MOSTARDA FRASCO PLAST 190G CX24;;;;
26158;QUERO EXTRATO DE TOMATE TETRA PACK130G CX48;;;;
26161;&JOY BARRA ORIGINAL MIXED NUTS PCT DE PAPEL 30G CX 24;;;;
26162;QUERO FEIJAO CARIOCA TETRA PACK340G CX24;;;;
26164;&JOY BARRA COCO E AMENDOA PCT DE PAPEL 30G CX 24;;;;
26166;&JOY BARRA CRANBERRY PCT DE PAPEL 30G CX 24;;;;
26168;QUERO MAIONESE SACHE PLAST 200G CX24;;;;
26170;POMAROLA MOLHO TOMATE CEBOLA E ALHO POTE VD 420G CX12;;;;
26172;POMAROLA MOLHO TOMATE MANJERICAO POTE VD 420G CX12;;;;
26174;QUERO TEMPERO ALHO E SAL COPO PLASTICO 300G CX24;;;;
26176;QUERO TEMPERO COMPLETO C PIMENTA COPO PLASTICO 300G CX24;;;;
26178;QUERO TEMPERO COMPLETO S PIMENTA COPO PLASTICO 300G CX24;;;;
26180;POMAROLA MOLHO TOMATE BOLONHESA SACHE 300G CX 24;;;;
26182;POMAROLA MOLHO TOMATE MANJERICAO SACHE 300G CX 24;;;;
26184;AGTAL MIXED NUTS ORIGINAL PCT PLAST 50G CX 20;;;;
26186;AGTAL MIXED NUTS ORIGINAL POTE PLAST 390G CX 6;;;;
26188;STELLA ARTOIS LT 473ML CX CARTAO C/12;;;;
26189;JUNIOR SAL SACHE 8G CX C/2500;;;;
26191;QUERO KETCHUP PICANTE GARRAFA PLASTICO 200G CX24;;;;
26192;ROT FRONT SKOL PM 1L IN65 21 CX36MIL;;;;
26193;ROT NECK SKOL PM 1L IN65 21 CX132MIL;;;;
26194;ROT FRONT SKOL 300 RGB IN65 21 CX97,2MIL;;;;
26196;SACODE LT 269ML SH C/6;;;;
26197;ROT FRONT SERRAMALTE 600 IN65 21 CX60MIL;;;;
26201;BUDWEISER LT 473ML SH C/12 NPAL IMPO BRASIL;;;;
26202;CORONA EXTRA N LN 330ML CX C/24 EXP UR;;;;
26204;SPATEN N LT 269ML CX CARTAO C/8 NPAL;;;;
26211;BUDWEISER LT SLEEK 350ML CX CART C 12 LOLLAPALOOZA;;;;
26212;BUDWEISER LT SLEEK 350ML SH C 12 LOLLAPALOOZA;;;;
26214;TARANTELLA MOLHO DE TOMATE TRADICIONAL SACHE 300G CX 24;;;;
26217;ELMA CHIPS RUFFLES CHURRASCO PCT 76G CX24;;;;
26219;ELMA CHIPS RUFFLES SAL PCT 76G CX24;;;;
26221;ELMA CHIPS RUFFLES QUEIJO PCT 76G CX24;;;;
26223;ELMA CHIPS RUFFLES CHURRASCO PCT 57G CX C/30;;;;
26225;ELMA CHIPS CHEETOS MIX PCTE 115G CX 16;;;;
26227;ELMA CHIPS RUFFLES CEBOLA E SALSA PCT 76G CX24;;;;
26229;ELMA CHIPS CHEETOS TUBO PCT 39G CX 48;;;;
26231;ELMA CHIPS FRANGO GRELHADO SENSACOES PCT 80G CX C/24;;;;
26232;XEQUE MATE LT 310ML PACK6;;;;
26236;ELMA CHIPS LAYS SOUR CREAM PCT 40G CX C/24;;;;
26237;ELMA CHIPS LAYS SOUR CREAM PCT 80G CX C/24;;;;
26239;LAYS CLASSICA PCT 80G CX C/24;;;;
26241;LAYS CLASSICA PCT 40G CX C/24;;;;
26243;NUMERO UM CAFE PRIME ALTO VACUO PACOTE PLASTICO 250G FD 20;;;;
26245;ELMA CHIPS BACONZITOS PCT 55G CX C/30;;;;
26247;REGINA MISTURA BOLO ABACAX PCT 400G;;;;
26248;REGINA MISTURA BOLO ABACAX PCT 400G CX C/12;;;;
26250;ELMA CHIPS AMENDOIM JAPONES PCT 22G CX 84;;;;
26252;ELMA CHIPS CEBOLITOS PCT 110G CX 15;;;;
26253;PRE MASSA PAO FRANCES PREMIUM PACOTE 25 KG;;;;
26255;REGINA MISTURA PARA BOLO COCO PCT 400G CX C/12;;;;
26258;ELMA CHIPS FANDANGOS PRESUNTO PCT 80G CX 19;;;;
26259;ELMA CHIPS FANDANGOS QUEIJO PCT 140G CX C/14;;;;
26262;ELMA CHIPS CHEETOS ONDA REQUEIJAO PCT 140G CX C/14;;;;
26266;REGINA MISTURA PARA BOLO FUBA PCT 400G CX C/12;;;;
26274;ELMA CHIPS FANDANGOS PRESUNTO. PCT 140G CX C/14;;;;
26277;REGINA FARINHA TRIGO GOURMET PCT 1KG CX C/10;;;;
26278;PRE MASSA PAO DOCE PACOTE 25 KG;;;;
26279;PRE MASSA PAO CONGELADO PACOTE 25 KG;;;;
26282;NUMERO UM FARINHA TRIGO FERMENTO PCT 1KG CX C/10;;;;
26283;REGINA MISTURA PARA BOLO BAUNILHA PCT 400G CX C/12;;;;
26285;ELMA CHIPS AMENDOIM OVINHO PCT 400G CX10;;;;
26287;ELMA CHIPS CHEETOS ONDA REQUEIJAO PCT 75G CX20;;;;
26292;ELMA CHIPS FANDANGOS PRESUNTO PCT 45G CX C 48;;;;
26300;REGINA MISTURA PARA BOLO LEITE CONDENSAD PCT 400G CX C/12;;;;
26302;REGINA MISTURA PARA BOLO MILHO PCT 400G CX C/12;;;;
26304;NUMERO UM CAFE EXTRA FORTE ALTO VACUO PACOTE PLASTICO 250G FD 20  ;;;;
26306;BRAHMA CHOPP LATA 410 ML CX C15 NP MULTPACK 15;;;;
26308;ELMA CHIPS DORITOS QUEIJO NACHO PCT 55G CX C/40;;;;
26310;ELMA CHIPS DORITOS NACHO PCT 30G CX 58;;;;
26342;MAGUARY NECTAR CAJU TETRA PAK 1 L CX C/12;;;;
26344;NUMERO UM CAFE EXPRES GOURMET EM GRAOS PCT 500G CX3;;;;
26346;BGT SUKITO PET 450ML SH C/12;;;;
26348;REGINA FARINHA DE TRIGO INTEGRAL PCT 1KG CX C/10;;;;
26350;NUMERO UM FARINHA TRIGO PCT PLAST 1KG FD 10;;;;
26352;SKOL PURO MALTE LT SLEEK 350ML SNAP PACK C/6;;;;
26354;ELMA CHIPS AMENDOIM JAPONES PCT 45 G CX60;;;;
26356;REGINA MISTURA BOLO ABACAX PCT PLAST 400G CX 12;;;;
26358;ELMA CHIPS AMENDOIM OVINHO PCT PLAST 65G CX 27;;;;
26360;SACODE LATA 250ML SIX-PACK;;;;
26361;NUMERO UM FARINHA TRIGO PCT PLAST 5KG;;;;
26363;ELMA CHIPS PINGO DOURO PICANHA PCT PLAST 35G CX 50;;;;
26365;ELMA CHIPS BACONZITOS PCT 103G CX12;;;;
26367;ELMA CHIPS RUFFLES CEBOLA E SALSA PCT 57G CX C/30;;;;
26369;ELMA CHIPS PINGO DOURO PICANHA PCT 90G CX 40;;;;
26371;ELMA CHIPS DORITOS DIPPAS ORIGINAL PCT 84G CX C 25;;;;
26374;BECKS N LONG NECK 330ML SP SH C/4 EXP CHILE;;;;
26376;LAYS AM BARBECUE PCT 80G CX C/24;;;;
26377;ROT FRONT SALVA VIDA 750 CX18MIL;;;;
26378;ROT NECK SALVA VIDA 750 CX108MIL;;;;
26380;ROT FRONT PILSENER 330 CX32MIL;;;;
26382;BECKS N LONG NECK 330ML SIX-PACK SH C/4 EXP UR;;;;
26383;ROT FRONT CLUB NEW VBI  550 R CX48MIL;;;;
26385;MICHELOB ULTRA N LT SLEEK 350ML C8 CX CARTAO NPAL EXP. PAR;;;;
26386;ROT BK ETIQ CLUB NEW VBI 550R CX60MIL;;;;
26389;ROT NECK PRESIDENTE LIGHT 650 CX144MIL;;;;
26390;STELLA ARTOIS LONG NECK 330ML SIX-PACK SH C/4 EXP BOL PY;;;;
26391;ROT NECK AGUILA 330R VENUS CX36MIL;;;;
26393;CHOPP BRAHMA LT SLEEK 350ML SH C/12;;;;
26394;SELETA EU GARANTO GFA VDR 500ML;;;;
26396;SELETA EU GARANTO GARRAFA VD 160ML CX45;;;;
26397;SELETA CACHACA PRATA GFA VIDRO 700ML;;;;
26398;SELETA CACHACA PORCELANA GFA PORCELANA 670ML;;;;
26399;TRIDENT MAX MENTABERRY ENVELOPE 16,5G DP14;;;;
26401;BIS XTRA OREO ENVELOPE 45G CX C/24;;;;
26403;ROT NECK ATLAS GOLDEN LIGHT285 CX42MIL;;;;
26405;TIAL CHA M VER BRANC HIB FRUT VERM TETRA PAK 330ML CX C/12;;;;
26407;TIAL CHA M VER BRANC MARAC HORTELA TETRA PAK 330ML CX C/12;;;;
26409;TIAL CHA M VER BRAN LARAN GENGIBRE TETRA PAK 330ML CX C/12;;;;
26411;TIAL NECTAR DE CAJU TETRA PAK 1 L CX C/12;;;;
26412;ROT NECK CLUB NEW VBI  550 R CX24MIL;;;;
26413;CACHACA BOAZINHA GARRAFA VIDRO 700ML;;;;
26414;CACHACA SELETA ANTONIO RODRIGUES GARRAFA VIDRO 700ML;;;;
26415;ROT NECK PILSENER 330 CX42MIL;;;;
26416;ROT FRONT PRESIDENTE LIGHT 650 CX24MIL;;;;
26417;SELETA CACHACA MIX GFA VDR 1L;;;;
26418;SELETA CACHACA GFA VIDRO 700ML;;;;
26419;ROT FRONT AGUILA 330R VENUS CX24MIL;;;;
26420;HOEGAARDEN WHITE NAC BIB 6L NPAL;;;;
26421;HOEGAARDEN WHITE NAC BIB 12L;;;;
26423;BRAHMA CHOPP LT 473ML SH C/12 NPAL EXP ARG;;;;
26424;ROLHA MET SKOL NEW 0,21 PO 22 CX10,5MIL;;;;
26426;MIKES HARD SELTZER MIX LT 269ML CX C 6 MULTPACK 6;;;;
26428;ISLA HARD SELTZER MIX LT 269ML CX C 6 MULTPACK 6;;;;
26430;BOHEMIA LATA 350 ML SH C 12 CAPRICHOSO;;;;
26432;BOHEMIA LATA 350 ML SH C 12 GARANTIDO;;;;
26433;GUARANA CHP ANTARCTICA PET 2L SHRINK C/8 REPACK;;;;
26435;MENDORATO AMENDOIM JAPONES PCT PLAS 1,620KG FD C/6;;;;
26436;PEPSI COLA PET 2L SHRINK C/8 REPACK;;;;
26440;SODA LIMONADA ANTARCTICA PET 2L SHRINK C/8 REPACK;;;;
26441;CROKISSIMO AMEND CROC PICANHA AO ALHO POTE PLAS 60G CX C/20;;;;
